Iteration,Time (ns)
259,384500
260,350500
261,347400
262,370700
263,347500
264,646100
265,610900
266,655200
267,508600
268,488700
269,476500
270,454100
271,490400
272,471100
273,469100
274,497000
275,575100
276,588400
277,560900
278,525800
279,490400
280,476500
281,461400
282,481200
283,460500
284,465300
285,470700
286,496800
287,499800
288,501100
289,490700
290,500500
291,491200
292,495100
293,3022800
294,450200
295,519300
296,464900
297,437500
298,286400
299,351400
300,281900
301,271900
302,266400
303,286800
304,271800
305,312800
306,389700
307,434800
308,272900
309,272900
310,286500
311,272500
312,272000
313,272900
314,260100
315,287600
316,265800
317,262800
318,261600
319,295900
320,311200
321,286900
322,287900
323,268100
324,263300
325,264800
326,264500
327,261300
328,276800
329,272200
330,286700
331,268500
332,266900
333,287300
334,329200
335,475100
336,303300
337,306000
338,327300
339,307200
340,378900
341,269800
342,265100
343,263800
344,270900
345,270500
346,267300
347,269900
348,272000
349,269200
350,291900
351,273400
352,268200
353,299900
354,293600
355,267200
356,277000
357,267700
358,284300
359,269800
360,383600
361,392200
362,394900
363,462500
364,467700
365,484900
366,498100
367,484600
368,485000
369,481000
370,478500
371,491300
372,480000
373,482100
374,428400
375,479500
376,828800
377,698700
378,546500
379,484800
380,476800
381,469800
382,467400
383,467500
384,490900
385,414900
386,484300
387,285300
388,314100
389,497700
390,486200
391,445800
392,757000
393,401400
394,394900
395,468100
396,298600
397,3658200
398,644100
399,847700
400,853200
401,709600
402,692000
403,732300
404,631800
405,625300
406,545200
407,555200
408,585900
409,566800
410,637700
411,584600
412,575200
413,795100
414,900500
415,683800
416,597300
417,554800
418,556400
419,621500
420,545800
421,538900
422,908400
423,674200
424,602000
425,570900
426,588300
427,571800
428,577300
429,574100
430,563400
431,574700
432,577900
433,640100
434,578200
435,610500
436,669400
437,744000
438,817200
439,1216300
440,784300
441,880100
442,751900
443,762400
444,1418900
445,1204700
446,1136600
447,1104000
448,1114600
449,1213600
450,1402500
451,1132000
452,986100
453,950600
454,1369200
455,982300
456,931400
457,526000
458,462300
459,411200
460,375100
461,373300
462,377700
463,360600
464,386500
465,380600
466,360300
467,371500
468,355900
469,351900
470,368900
471,356100
472,352400
473,392500
474,320700
475,317400
476,337700
477,320600
478,429500
479,330600
480,320400
481,344800
482,331100
483,346800
484,351700
485,321800
486,401900
487,315000
488,320400
489,332400
490,318500
491,316000
492,493300
493,355600
494,316700
495,334700
496,320600
497,317600
498,334700
499,322400
500,317600
501,385000
502,395700
503,366800
504,323800
505,318000
506,317000
507,346600
508,346400
509,329900
510,343700
511,346800
512,332800
513,334200
514,336100
515,318500
516,316400
517,334000
518,334700
519,315300
520,334300
521,318200
522,316300
523,335300
524,318800
525,316700
526,334400
527,327800
528,336400
529,347300
530,320200
531,316200
532,370500
533,381200
534,346000
535,344100
536,3544500
537,573800
538,401200
539,361400
540,329900
541,339300
542,319600
543,339200
544,333200
545,322000
546,317500
547,329600
548,335800
549,320100
550,328900
551,328500
552,319400
553,385300
554,317500
555,321600
556,341800
557,316200
558,338100
559,346200
560,316200
561,318700
562,443900
563,457500
564,490100
565,453000
566,484200
567,457500
568,530000
569,455500
570,499700
571,430400
572,641600
573,1153500
574,587900
575,505100
576,489200
577,519500
578,509200
579,480200
580,451100
581,424300
582,486000
583,425400
584,480000
585,421400
586,425600
587,450100
588,422700
589,462300
590,425100
591,454200
592,429200
593,455300
594,426700
595,457700
596,430100
597,427800
598,451300
599,432000
600,455600
