Iteration,Time (ns)
367,7204300
368,10003000
369,14577399
370,8583600
371,7106499
372,6942300
373,7582500
374,7052599
375,10190400
376,10031201
377,8430900
378,8696300
379,6926401
380,7078200
381,6702500
382,6892201
383,7271400
384,7066300
385,7326900
386,7207800
387,7439501
388,7351400
389,7339300
390,7273000
391,7402400
392,7253100
393,7110900
394,7613800
395,9045600
396,7017900
397,8043899
398,7369700
399,7308000
400,6915001
401,7870300
402,6979399
403,7655000
404,7694800
405,6991399
406,7079400
407,7125299
408,7291500
409,7105599
410,7502500
411,6995500
412,7443501
413,7060701
414,7485700
415,7010699
416,7383099
417,7031100
418,7462300
419,7145300
420,7103200
421,7323300
422,7078300
423,7706100
424,6850200
425,7374600
426,8332600
427,7428900
428,7089600
429,7061701
430,7088300
431,7640399
432,6976801
433,7065601
434,6837500
435,7023601
436,8272100
437,7078600
438,8425000
439,7721900
440,7281100
441,7077100
442,8384701
443,6873100
444,7225200
445,6805201
446,7489301
447,7056800
448,7378500
449,7050100
450,7298699
451,6636300
452,6425801
453,8956600
454,14107799
455,10041101
456,7012500
457,7000201
458,7160400
459,6796001
460,7890500
461,6852901
462,7405700
463,8092000
464,9972800
465,6346399
466,8625900
467,7252599
468,6971499
469,6658100
470,7158300
471,6752400
472,7031001
473,6802100
474,8078100
475,8080400
476,7847200
477,7226499
478,10356000
479,10520701
480,8098500
481,12274599
482,11235500
483,7978800
484,6882300
485,7201800
486,6740000
487,7196900
488,6788200
489,7225301
490,6488900
491,6703701
492,7391800
493,6862000
494,7461900
495,6715100
496,7649299
497,6846200
498,7217600
499,10139199
500,11414501
501,11547901
502,7350199
503,7714100
504,7509600
505,10374600
506,8328800
507,7638800
508,7139900
509,7398899
510,7097200
511,7342901
512,7245100
513,7082501
514,6894001
515,7426400
516,8876900
517,7472300
518,7041499
519,7484800
520,7025101
521,7268101
522,6969600
523,6666499
524,7565800
525,6800400
526,7284401
527,6951600
528,7327899
529,6949301
530,7412100
531,7701999
532,7451800
533,7088700
534,7160100
535,7550700
536,6969700
537,7560900
538,7016300
539,7267101
540,7056200
541,9320300
542,9453000
543,10560800
544,7852700
545,6906500
546,6862300
547,7011700
548,6957300
549,7391200
550,7076299
551,7297099
552,7136500
553,9272199
554,7023600
555,9159200
556,8318000
557,7174101
558,7249600
559,7087700
560,6893201
561,7453600
562,6810000
563,9016801
564,9998100
565,11467100
566,8033000
567,6968700
568,7392600
569,7012901
570,6993399
571,7755401
572,6967800
573,7431901
574,6951600
575,10047300
576,7964300
577,7571100
578,6828999
579,7798499
580,6906800
581,10378000
582,7567499
583,7283200
584,6916600
585,7399500
586,7006900
587,7284500
588,6974199
589,10235700
590,7051000
591,10972601
592,8343300
593,7145600
594,8131700
595,6953801
596,7084200
597,7673400
598,8306000
599,7725800
600,7428301
