Iteration,Time (ns)
528,1061900
529,603100
530,527900
531,524900
532,526100
533,507100
534,484400
535,497500
536,484600
537,491000
538,483900
539,504100
540,475900
541,500400
542,6129200
543,547600
544,506900
545,612600
546,465700
547,490000
548,460100
549,571600
550,460300
551,473500
552,445900
553,472700
554,449600
555,461600
556,448600
557,461000
558,447600
559,463600
560,452800
561,458200
562,444200
563,442100
564,460100
565,446300
566,466500
567,444800
568,729600
569,1088600
570,905900
571,884100
572,904800
573,562100
574,489500
575,837600
576,870600
577,717700
578,738000
579,676600
580,454100
581,476100
582,456600
583,530800
584,512200
585,492600
586,513300
587,447800
588,468600
589,468100
590,451000
591,473400
592,443700
593,697000
594,980400
595,1101400
596,653900
597,491500
598,460100
599,472500
600,454900
