Iteration,Time (ns)
263,548800
264,368600
265,344300
266,344500
267,340200
268,301100
269,305800
270,575300
271,582200
272,431900
273,295000
274,310300
275,286600
276,297900
277,324200
278,318300
279,308100
280,322700
281,289000
282,301200
283,291300
284,286000
285,300300
286,286900
287,285400
288,296100
289,292400
290,354500
291,287500
292,294200
293,286200
294,288000
295,3437200
296,565500
297,573000
298,546600
299,661300
300,558700
301,502100
302,496000
303,470900
304,537700
305,610600
306,657200
307,595800
308,523700
309,579800
310,545100
311,584800
312,607900
313,605400
314,609800
315,735600
316,509300
317,618300
318,610800
319,588400
320,550400
321,528800
322,551400
323,537600
324,624600
325,601800
326,586200
327,570500
328,525300
329,610200
330,531700
331,623900
332,744000
333,636400
334,585700
335,558000
336,500800
337,555500
338,535500
339,534700
340,496600
341,557000
342,531800
343,702900
344,544100
345,337300
346,317300
347,318100
348,305600
349,318600
350,316600
351,294000
352,324400
353,292300
354,294500
355,310500
356,302600
357,292000
358,299100
359,293700
360,292700
361,295900
362,319600
363,292500
364,515200
365,596000
366,577800
367,506900
368,783100
369,709400
370,520900
371,566400
372,593300
373,544600
374,847300
375,474000
376,475800
377,636200
378,486400
379,531400
380,529800
381,553200
382,448600
383,279500
384,501500
385,559900
386,519000
387,511600
388,462300
389,257200
390,272600
391,270200
392,267800
393,257600
394,252800
395,262100
396,293500
397,274900
398,265500
399,490100
400,4236400
401,617400
402,989700
403,737500
404,687800
405,604800
406,641300
407,573200
408,601400
409,591100
410,586400
411,596200
412,667300
413,565100
414,647000
415,571900
416,592300
417,645900
418,567100
419,615100
420,624600
421,686800
422,981800
423,616600
424,562800
425,596200
426,815500
427,626900
428,637400
429,627300
430,569400
431,617800
432,599700
433,571600
434,582500
435,630100
436,578800
437,657000
438,561900
439,609000
440,591700
441,554800
442,609700
443,654800
444,583800
445,628100
446,565100
447,870100
448,842900
449,593000
450,571800
451,918200
452,972300
453,684200
454,641800
455,604800
456,611700
457,597200
458,601700
459,589100
460,587900
461,680300
462,664000
463,550500
464,572000
465,594900
466,544400
467,584300
468,597900
469,571000
470,594900
471,613600
472,1240400
473,488700
474,268000
475,673900
476,858400
477,563600
478,874700
479,789400
480,920000
481,688100
482,824200
483,719700
484,664800
485,705100
486,692100
487,686700
488,709100
489,1060500
490,778500
491,769300
492,743700
493,732400
494,1170200
495,804100
496,731800
497,437000
498,409300
499,412000
500,383500
501,411500
502,380700
503,384800
504,385200
505,376500
506,462200
507,473200
508,563000
509,514000
510,473400
511,488900
512,451600
513,799800
514,510700
515,485900
516,482300
517,554000
518,428500
519,453700
520,442800
521,848500
522,766600
523,865200
524,782000
525,827300
526,512000
527,485800
528,459500
529,504800
530,428400
531,429300
532,449100
533,454900
534,421100
535,455200
536,424900
537,465500
538,426200
539,417400
540,412900
541,422200
542,417300
543,436000
544,393600
545,390600
546,423000
547,388500
548,4171200
549,708100
550,671100
551,508300
552,497600
553,520900
554,511900
555,514600
556,495500
557,491100
558,509000
559,498500
560,518200
561,483200
562,470800
563,488100
564,461300
565,468400
566,463800
567,467700
568,432200
569,435300
570,439500
571,463600
572,448000
573,468600
574,444300
575,443200
576,495100
577,474100
578,543600
579,502800
580,428700
581,377600
582,361900
583,350900
584,386600
585,363500
586,361600
587,361500
588,363300
589,348400
590,346300
591,351800
592,345100
593,353300
594,356400
595,394700
596,358500
597,362500
598,350600
599,349300
600,353000
