Iteration,Time (ns)
456, 503406500
457, 474798500
458, 536345000
459, 521401800
460, 526639800
461, 594859000
462, 469133500
463, 531029800
464, 474966900
465, 707661700
466, 504961700
467, 474614800
468, 555568900
469, 478843200
470, 564909600
471, 569677300
472, 615699400
473, 475424100
474, 589003600
475, 630590300
476, 468972900
477, 501054400
478, 497281100
479, 505613200
480, 549818000
481, 442956300
482, 520645800
483, 533073400
484, 534764200
485, 527787800
486, 629287000
487, 525579000
488, 453230200
489, 548794900
490, 793029900
491, 613779200
492, 512905800
493, 622032400
494, 665205800
495, 468336100
496, 630632000
497, 546690800
498, 623068600
499, 484618700
500, 547804600
501, 680524900
502, 492119300
503, 478025600
504, 468431700
505, 538483500
506, 634805700
507, 515829000
508, 501879600
509, 475528200
510, 490048200
511, 583658400
512, 598256900
513, 645614800
514, 617645400
515, 541704700
516, 594134800
517, 632004900
518, 692751900
519, 481183600
520, 527274800
521, 577722300
522, 605909500
523, 565424100
524, 862850000
525, 1145780200
526, 1187189200
527, 1240045100
528, 1189099300
529, 1158795300
530, 1158227100
531, 1188462000
532, 1160905500
533, 1160861800
534, 1149412000
535, 1162399700
536, 1155740200
537, 1147772000
538, 1147163400
539, 1160699300
540, 1146400300
541, 1140773900
542, 1195011000
543, 1160880600
544, 1141717300
545, 1124712800
546, 1152647100
547, 1120005800
548, 889123400
549, 984601300
550, 1167677700
551, 1152698200
552, 1164298300
553, 1188727600
554, 1218558500
555, 1160887500
556, 1170055900
557, 1148714000
558, 1202004500
559, 1176595900
560, 1189899100
561, 1124121300
562, 1140182400
563, 1200795800
564, 1168440600
565, 1176105200
566, 1186347100
567, 1172891700
568, 1160337500
569, 1159407200
570, 1164727800
571, 1164688400
572, 1153542400
573, 1147360900
574, 1199031900
575, 1234459100
576, 1168061500
577, 1170119000
578, 1146144100
579, 1143294500
580, 1163193700
581, 1174612900
582, 1163900900
583, 1130375400
584, 1175422700
585, 1073982500
586, 1041605200
587, 1190995000
588, 1168502700
589, 1180810400
590, 1173030400
591, 690977500
592, 575448700
593, 530829200
594, 580151800
595, 522882300
596, 502580500
597, 627558300
598, 508366600
599, 563185100
600, 508072900
